rating,comment
5,"shop tư vấn rất nhiệt tình, giao hàng nhanh, hộp giày được đóng gói cẩn thận không bị móp méo, giày đẹp đi êm chân, mình rất ưng ý"
5,"Màu sắc:trắng
Đúng với mô tả:cũng ổn
Chất liệu:đẹp

cũng ổn, êm vừa chân, theo mình nghĩ cần thay lại tấm đệm trên cho mềm đi là đc. giá này thì mua dùng là ổn r"
5,"Màu sắc:trắng
Đúng với mô tả:siêu đúng
Chất liệu:da

Giày rất đẹp k có chỉ thừa mang êm chân,chỉ được khâu chắc chắn rất là tuyệt vời nên mua nha mn"
5,"shop tư vấn rất nhiệt tình, giao hàng nhanh, hộp giày được đóng gói cẩn thận không bị móp méo, giày đẹp đi êm chân, mình rất ưng ý"
5,Lúc đầu có lăn tăn nhưng khi nhận đã xoá tan cảm giác đó. Hàng rẻ chất lượng thì không rẻ nhá. Nặng đi đầm chân với lượng sao đánh giá khủng mọi người cũng biết rồi đấy. Shop tặng thêm cái tất nữa thì mình tâng bốc thêm chữ mình bình luận dựng lại đây thôi
5,"Đúng với mô tả:Sản phẩm đẹp đúng với mô tả
Màu sắc:Vệt nâu
Chất liệu:không biêta

Giao hàng nhanh, sản phẩm đẹp vừa ý nên mua"
5,"hận hàng còn đẹp hơp trong ảnh mọi người ạ chất liêu thì quá ok, chuẩn hàng như shop quảng cáo lúc đầu mình cữ nghĩ là hàng rẻ như mấy shop khác ai ngờ nhận hàng đẹp dã mam , hôp xịn sò thực sự, cảm ơn shop và sẽ ủng hộ shop trong thời gian tới ạ"
5,"Đúng với mô tả:Đúng vs mô tả
Chất liệu:không biết
Màu sắc:trắng

Giày đẹp lắm luôn, nhận được giày đẹp ngoài mong đợi , lần sau sẽ tiếp tục ủng hộ shop"
5,"Nhận được hàng rồi shop nha, đẹp lắm, đi vừa chân,êm không bị đau chân như mấy đôi đặt trước của shop khác, mua nhiều còn được shop tặng quà nữa, giao hàng nhanh chóng luôn mới đặt hôm qua nay đã có luôn rồi, ai còn phân vân mua ngay cho nóng"
5,Ổn nha. Giá như vậy là rẻ. Thật sự hài lòng . Size 36 mà cũng không to. Chân nhỏ nhỏ cũng có thể mang
5,"Chuản size, form cứng cáp, giao siêu nhanh, hộp bị móp nhg giày ko sao, có vài vết bẩn và chỉ thừa nhỏ"
5,"Chất liệu:vải, .....
Màu sắc:Trắng
Đúng với mô tả:đúng

Mình đi vừa in cỡ 36 nên mua 37 đi cho thoáng 1 chút, form chuẩn nha mnn, giày đẹp lắm á, nên mua nên mua😳"
5,"Chất liệu:da mịn
Màu sắc:trắng
Đúng với mô tả:đúng

Hàng giao nhanh đóng gói cẩn thận kĩ càng hàng chuẩn xịn giá cả hời nói chung nên muaa"
5,"Màu sắc:trắng

giao hàng nhanh , đóng gói oke , có đót giày mà vẫn bị méo chút nhưng vẫn xinh"
5,"Giày lắm ạ. Mình mang size 38.
Đường may khá ok. 
Có miếng nhựa cứng để giữ form giày.
Chỉ có điều miếng lót giày (Insock) không chuẩn size (Bị nhỏ hơn giày nên nhìn vào sẽ thấy bị hụt một phần ở gót. Nhưng không đáng để trừ điểm ạ. 
Hộp thì bị móp méo hết luôn.
Nói chung mình ưng. Với giá này thì ổn quá rồi ạ."
5,"giày đóng gói k cẩn thận bị móp cả hộp lẫn giày, đi hơi cứng, tiền nào của nấy"
5,"Màu sắc:trang
Đúng với mô tả:giống ảnh
Chất liệu:dày dặn

Sản phẩm rất chắc chắn,  đóng gói giao hàng cẩn thận, shop rất nhiệt tình, so với giá tiền quá xứng đáng. Sẽ ủng hộ lần sau"
5,"Chất liệu:ổn
Màu sắc:y ảnh
Đúng với mô tả:yep

Cũng tạm đúng với giá tiền"
5,"Đúng với mô tả:đúng
Màu sắc:xanh hồng
Chất liệu:tốt

Giày đẹp lâm mọi người ạ , xem tham khảo rồi mua nha ưng ý lắm luôn🥰"
5,"Màu sắc:trắng
Đúng với mô tả:100%

bthg mk đặt size 40 mang vừa mà đặt đôi này nó dư 1 khúc h phải pass lại nhg giày đẹp đường may đều nên đặt đúng size mk mang nka hong như mk ak 😥😥"
5,"Màu sắc:trắng
Đúng với mô tả:yeh
Chất liệu:ổn

Vải đẹp , size chuẩn, giao nhanh. Nói chung la verry good :3."
5,"Đúng với mô tả:hơi đúng
Màu sắc:trắng

Giao hàng nha. Shop tv nhiệt tình. Hàng như vậy là tốt rồi ạ, nên mua nha"
3,"Chất liệu:kb
Màu sắc:trắng
Đúng với mô tả:đúng

tiền nào thì của đấy thôi, với mình thì mình không ưng lắm. nhưng so với giá cả thì cũng oke rồi, nhma mng nếu muốn đẹp nên bỏ thêm đôi trăm nữa để hàng chất lượng hơn, form kh đẹp lắm và chất hơi mỏng."
5,"Chất liệu:đi êm nha
Màu sắc:trắng
Đúng với mô tả:giống

Mình chọn đúng size giày của mình nên nó vừa. Nhưng mà nếu được thì mình nghĩ các bạn nên tăng thêm một size, tại vì đi giày thì nên đi rộng tí cho nó thoáng. Thêm cỡ một size cũng không chênh lệch bao nhiêu đâu. Giày đẹp nha, mẹ mình cũng khen hihi"
