rating,comment
5,"Cá nhân thích màu đen hơn, màu trắng dễ bị lộ 2 cái đinh vít =))) chất vải đũi dày dặn nên k biết có nóng k vì cx k phải mình mặc"
5,"Màu sắc:đen, M
Đúng với mô tả:có
Chất liệu:vải đũi thoáng mát

Shop đóng gói kĩ, box đẹp không bị méo mó, áo form chuẩn như miêu tả, vải đũi mát, không hề có chỉ thừa luôn, nói chung là chim ưng lắm nha shop ơi. Mọi người muốn mua áo sơ mi ngắn cổ vest thì shop này là sự lựa chọn hoàn hảo nhất rồi ạ <33"
5,"Đúng với mô tả:Đúng
Chất liệu:Vải đũi dày nhưng rất mát mẻ
Màu sắc:đen

Chồng sợ mình mua tốn tiền nên tiếc chưa mặc luôn 😂 Nhưng mình săn sale rẻ lắm. Vải sờ rất mát tay, dày. Kiểu cách rất đẹp. Mặc thử rất men lì. Sẽ ủng hộ shop"
5,"Giao hàng nhanh chóng, hàng được bao gói kĩ càng, chất áo và form thì khỏi bànn, sao đồ có thể rẻ mà đẹp quá z ạ🥲 cần 1 shop nữ cũng bán đồ rẻ đẹp nthe hic
Btw b nam m78 nặng 65 mặc XL đẹp nhee"
5,"Hàng đẹp lắm mn nha, mình là người rất kĩ trong việc mua qa trên shoppe nhưng lần này mua thật sự rất ưng, foom áo đẹp chất áo thì khỏi bàn. Mn nên mua nhé🌧"
5,"Giao hàng nhanh, đóng gói cẩn thận 2 lớp hộp như trước. Mặc rộng rãi thoải mái. Áo trắng có chút xíu vấn đề, shop đổi ngay trong 1 nốt nhạc. Hài lòng và vẫn tiếp tục mua nữa nhé 😄"
5,"Chất đũi dày dặn, form lên đẹp, áo ít chỉ thừa. Đóng gói double box nên rất chắc chắn. Với giá rẻ như này thì sp quá tốt r. Mng nên mua trải nghiệm! 5*"
5,"Chất liệu:vải đũi
Màu sắc:trắng
Đúng với mô tả:đúng ạ

giờ mới rảnh để feedback cho shop ạ uwu mình mua 2 cái áo để tặng anh ngy, vải dày dặn áo mặc lên thoáng mát. Packaging chỉnh chu, đối với cá nhân mình thấy chất lượng áo cực kì ổn phù hợp với giá tiền. Mình và anh ngy mình đều ưng ý áo của shop không có điểm gì để chê hết, shop tư vấn nhiệt tình. Ngyeu mình m65 55kg mặc size L vừa người.Trong tương lai mình sẽ ủng hộ shop tiếp ạ 💖"
5,"Áo đẹp lắm nha mọi người vải dày dặn cầm sướng tayy mà giá còn hợp lí lên form người cực đẹp luôn, mình đã mua 2 cái ở đây. Đăcj biệt đóng gói cực cẩn thận  sau ủng hộ shop tiếp ( mình chụp ảnh hơi bị loé sáng áo bên ngoài màu đen nha)"
2,"Đóng gói sp rất chỉn chu, lịch sự. Mình mua áo của shop mặc từ năm ngoái thấy rất ok nên năm nay mua lại. Sp có nhiều thay đổi, cổ áo cứng và may đẹp hơn, mng có thể xem hình để so sánh.
update: nay mới thấy 2 vai áo ko đều nhau, đo thấy bị lệch hơn 1cm, mặc khó chịu mà nhìn cũng khó chịu, may ẩu."
