rating,comment
5,"Đúng với mô tả:màu đẹp
Chất lượng sản phẩm:tốt

Chất lượng sản phẩm tốt,shop tư vấn nhiệt tình,đóng gói kĩ,giao hàng nhanh nên 10đ nhaa"
5,"Máy đẹp, có giấy bảo hành 7 năm và đóng gói ổn. Màu sắc mình chụp giống ở ngoài 90% màu hơi thiên tím k hồng tươi như hình nhưng vẫn đẹp nha. Video mình quay kĩ tem chống giả ở độ nghiêng nhất định sẽ thấy chữ CASIO CASIO. Phím nhạy, máy Thái chuẩn. Mình review kĩ để những bạn mua sau sẽ tiệm hơn."
5,Máy rất tốt ngay màu mình rất thích nữa có phiếu bảo hành đóng gói hàng kỉ còn được tặng thêm 1 cây thước nữa ạ
5,Sản phẩm đúng với hình. Màu máy cực kỳ đẹp luôn. Rất xịn xò. Đóng gói kĩ nữa. Giao hàng nhanh. Có phiếu bảo hành. Rất đúng với giá tiền. Mọi người ủng hộ shop nha. Rất uy tín
5,😱💕 Lần đầu tiên mình dám mua 1 đơn hàng giá trị như vậy 🥰 Nên mình sợ bị lừa tiền lắm .Nhưng đúng là shop không làm mình thất vọng ạ máy tính hàng real mn ạ dùng siêu sang màu đẹp lạ .Nên mua lắm mn ạ 💕 Mình cũng đã kích hoạt thành công bảo hành . Lần sau sẽ giới thiệu bạn bè mua shop . 467k
5,"Giao hàng nhanh đóng gói sản phẩm rất đẹp mk mua áp dụng các mã còn 485k quá hời khi mua về thì máy tính là ngôn ngữ tiếng anh các bạn đọc hướng dẫn để thiết lập lại tiếng việt nhé ,shop rất tỉ mỉ còn ib cho mk để xác nhận lại thông tin nx"
5,"Máy tính xinh quá, shop còn gửi thử cảm ơn nữa dễ thương ghê, giá lại rẻ hơn mua ở nhà sách nữa
Shop trả lời tin nhắn nhanh và tư vấn nhiệt tình
Rất hài lòng nhaaaaaaaaaaaaaa"
5,Sản phẩm ổn chất lượng tốt shop giao hàng nhanh 2-3 ngày là nhận được nói chung shop uy tín cho 5sao k nhiều lời
5,Mình ko thể hiểu nổi vs thái độ nhận viên như thế nào mà sao shop bán đc nhiều hàng thế này. Bây mình đã hiểu đc là shop cute lắm nha hjhj. Rep ib nhiệt tình và thân thiện lắm lun á. Còn mt thì khỏi chê nha. Màu siu xinh và trông hịn lắm nhma mình chưa kích hoạt đc bảo hành hic hic.
5,"Chất lượng sản phẩm:ổn
Đúng với mô tả:đúng

Ổn vừa khui ra chx dùng lâu nên không biết có sự cố j sẽ xảy ra k nhưng nhìn vẫn OKla lắm"
5,"Đóng gói cẩn thận... Có túi chống sốc nma tại thấy hay hay nên mình lấy ra bóp hết rùi 
Màu đẹp nha
Có tặng thêm bút chì (◍•ᴗ•◍)"
5,"Hàng đẹp giá rẻ chính hãng nữa mua đc giá rẻ mà còn đẹp
Giá ngoài chắc hơn 600k quá"
5,"Thích màu hồng nma vẫn mua màu trắng vì nó sang lắm ạ =] máy hàng real, đóng gói chắc chắn gọn, máy mình ko bị trầy xước gì. Nếu kích hoạt bằng quét mã ko được có thể gõ phím để kích hoạt, hàng giao nhanh nhé! nên mua, săn được mã giảm mua hời hơn ở ngoài nhiều đỡ tốn tg đi lại mùa covid!"
5,"Máy tính chính hãng, đẹp, kích hoạt được bảo hành, giao hàng siêu nhanh, nên mua nha."
5,"Quá là ưng lunn, màu cũng xinh xinh, kích hoạt được bảo hành :3 shop rep ib thân thiện cực, dù dịch nma giao hàng khá nhanh, mình ở HN hơn 1 ngày đã về rùii. Nên mua lắm nha mấy bồ ưii😗"
5,"Đấy! may mắn đôi khi mua hàng mình cũng sẽ vấp phải kiểu shop lạ lùng như thế này. Giao nhanh, đóng gói cẩn thận như đồ nhà mình, hàng chuẩn chỉnh chả moi đc lỗi nào. Mình tính trừ 1 sao vì ko cho cơ hội để bắt lỗi thì lại đập thêm cái thư cảm ơn. Haiz thôi shop cứ làm thế ai chơi lại shop. Thks"
5,Thích lắm ạ màu tím nhạt nhiều hơn hồng cầm nhẹ tay thích
5,"Shop có nhắn tin liên hệ trước chu đáo lắm nè. Đóng gói gọn gàng và bọc cẩn thận cực, có hai lớp chống sock lun. Đã z còn kèm theo thư cảm ơn nữa cute lắmmm
Tốc độ giao hàng quá nhanh, mình đặt hôm 9/9 mà hôm 10/9 đã nhận hàng nè
Em này xinhhh xĩuuuu lại chính hãng nữaa
Nên mua nhaaaa
Rate 5saoooooo"
5,Mọi người ơi mình rcm mn mua nhé. Hàng chính hãng đấy ạ. Mình rất băn khoăn ko biết mua của shop k vì giá của shop rẻ hơn các chỗ khác( mình hỏi ở ngoài ngta bán hơn 600 cơ). Mình sợ nên đã tháo ra xem pin thì quả thực là pin AAA 1.5v nhé. Mk cũng kích hoạt được cả bảo hành. Mua đi cb ơi!!!tuyệt vời
5,"Đóng gói chắc chắn cẩn thận, hàng nguyên vẹn bóp méo, có tem bảo hành, tặng kèm đồ xinh.giao hàng nhanh đánh giá 5 sao🤘🤘🤘🤘👍"
5,"Giao hàng nhanh ,màu đẹp, mặt trên là hồng nhạt vỏ ngoài sậm hơn . Chất lượng ok,mua ngay đợt sale nên hời hơn mua ở ngoài, shop tận tình...
Nên mua nha 💜"
5,Máy đúng chuẩn chính hãng nhưng tem chống giả vẫn bị xước một chút nhưng ko sao chất lượng máy ok hàng giao rất đầy đủ có tặng kèm bút chì nói  chung rất ok
5,"Chất lượng sản phẩm:máy tính dùng tốt kiểm tra các con toán đúng, hàng chính hãng
Đúng với mô tả:yes

Máy tính tốt, màu máy siêu đẹp không bị ô dề ship siêu nhanh đặt hôm trước hôm sau có luôn 
10/10"
5,"Máy đẹp xịn lắm ạ , máy chính hãng chất lượng lắm luôn.
Rẻ hơn khi mua ở ngoài❤️
Shop tư vấn rất nhiệt tình . Có kèm quà tặng khi mua nữa ạ
Thanks shop😍"
5,"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này. Hàng đóng gói rất đẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư và"
5,"-Sản phẩm chuẩn chính hãng. Tem mác đủ, có giấy bảo hành và hdsd nữa😁.
-Màu hồng thực tế đậm hơn so với ảnh trên mạng. Nhưng vẫn đẹp tuyệt zời!
- Đóng gói sp rất kĩ, chống sốc cẩn thận.
- Giá cả phù hợp (rẻ hơn những chỗ khác xíu xiu) --->💯 chất lượng."
5,"Sản phẩm như hình, siêu xinh giao hàng nhanh dù dịch bệnh nhưng lấy hàng ngay ngày hôm sau, rất ưng ý với sản ohaamr sẽ quay lại shop để ủng hộ thêm"
5,Sau khi check 9999 bước và chơi lớn mở luôn bên trong thì siêu nhẹ cái nách vì đúng chuẩn hàng auth :)). Em siêu recommended shop này nha mọi người. Shop rep siêu tận tâm giải đáp mọi thắc mắc . Giá rẻ so với các shop khác . Giao hàng 1 ngày đã có rùi . Dzuii
5,Máy tính đẹp chất lượng tốt giá rẻ hợp lí được tặng thêm quà nữa rất tốt. Tóm lại là oke đấy lần sau có mua đồ dùng học tập j thì vào shop đây mua ❤️
5,"Mồng Hồng cute xinh xẻo lắm nhaa
Shop uy tín lắm ạaaaaaaaaaaaAAAAAAAAAANNDJDJDNDNXJJDJDJDJDNNDNDNJDJDJDNDJJDJDJDJDJJDJDJDJDJJDJIEKEJDNJXNDNSNSBSHSBSHJWNSJNDXJJDNDJSNDNJDN"
5,Ui màu xanh là mẫu mới nên cực thích luôn. Kích hoạt thành công.  Giao nhanh mới đặt hôm qua hôm nay có . Hâhaa . Mọi người không biết được đâu mình đã mua em này với giá 470k cả ship >< trong khi màu xanh là mẫu mới giá sẽ cao hơn so với màu cũ . Hoho .Máy dùng chất lượng lắm luôn ❤❤❤❤❤
5,"Màu có bị xinh quá kk??, máy tính được nhanh, giao hàng cũng nhanh và gói hàng cẩn thận"
5,"Đóng gói cẩn thận chắc chắn. Shipper nhiệt tình, hàng tốt. Còn có bảo hành trên app shop phục vụ tốt nên mua nha"
5,Máy ngon hàng chính hãng bao check full bảo hành nhé shop tư vấn trả lời nhiệt tình cho shop 5 sao chất lượng luôn giá cả ok
5,"Chất lượng tốt
Giao hàng nhanh
Sản phẩm được bọc kĩ càng 
Nói chung là rất đáng mua 
Đặt hàng 7/7 thì trưa 8/7 nhận được hàng 🥰😘"
5,"Giao hàng nhanh, shop tư vấn nhiệt tình, đóng gói hàng cẩn thận, rất thích cách shop phục vụ, sẽ còn ủng hộ shop nhé"
5,"Máy rất đẹp nha màu hồng cực xinh luôn nha, màu máy cute lắm, giao hàng nhanh, shop rep tin nhắn mình nhanh, có tem chống giả, máy chắc chắn, nên mua mọi người nha!"
